0,63.1,0,0.105,0.345,0.01,0,0.915
0,58.4,0,0.885,0.695,0.01,0,0.57
0,56.2,0,0.615,0.995,0.02,0,0.79
0,52.8,0,0.1,0.915,0.05,0,0.97
0,61.7,0,0.93,0.345,0.025,0,0.875
0,59.5,0,0.24,0.29,0.045,0,0.7
0,58.3,0,0.96,0.12,0.05,0,0.995
0,60.9,0,0.685,0.345,0.045,0,0.885
0,62.1,0,0.945,0.165,0.045,0,0.68
0,60.9,0,0.725,0.03,0.03,0,0.695
0,57.9,0,0.595,0.77,0.015,0,0.675
0,47.0,0,0.72,0.025,0.005,0,0.915
0,62.0,0,0.085,0.31,0.01,0,0.655
0,58.7,0,0.495,0.665,0.035,0,0.94
0,56.0,0,0.745,0.73,0.04,0,0.99
0,55.0,0,0.375,0.96,0.015,0,0.615
0,55.5,0,0.32,0.73,0.04,0,0.68
0,58.1,0,0.235,0.705,0.035,0,0.985
0,61.5,0,0.92,0.5,0.005,0,0.655
0,51.9,0,0.73,0.985,0.05,0,0.525
0,60.3,0,0.095,0.52,0.025,0,0.805
0,61.7,0,0.915,0.04,0.025,0,0.655
0,54.2,0,0.485,0.795,0.03,0,0.56
0,54.8,0,0.145,0.635,0.045,0,0.695
0,54.1,0,0.195,0.82,0.045,0,0.695
0,62.0,0,0.11,0.21,0.025,0,0.79
0,58.7,0,0.13,0.8,0.025,0,0.9
0,61.8,0,0.45,0.085,0.015,0,0.84
0,60.7,0,0.63,0.425,0.04,0,0.845
0,56.2,0,0.65,0.795,0.045,0,0.885
0,55.7,0,0.17,0.825,0.03,0,0.675
0,60.4,0,0.855,0.085,0.005,0,0.515
0,58.9,0,0.445,0.37,0.045,0,0.59
0,63.1,0,0.775,0.24,0.015,0,0.82
0,59.1,0,0.31,0.825,0.01,0,0.585
0,61.0,0,0.625,0.39,0.035,0,0.85
0,55.6,0,0.75,0.975,0.03,0,0.825
0,52.4,0,0.26,0.955,0.045,0,0.72
0,61.1,0,0.635,0.485,0.01,0,0.535
0,56.0,0,0.74,0.8,0.025,0,0.595
0,60.9,0,0.38,0.085,0.04,0,0.865
0,60.4,0,0.435,0.28,0.045,0,0.63
0,57.5,0,0.27,0.64,0.045,0,0.94
0,55.2,0,0.37,0.03,0.01,0,0.785
0,53.5,0,0.245,0.735,0.045,0,0.565
0,55.4,0,0.035,0.775,0.03,0,0.645
0,60.3,0,0.305,0.27,0.045,0,0.755
0,59.9,0,0.605,0.485,0.045,0,0.86
0,56.1,0,0.56,0.93,0.03,0,0.88
0,62.0,0,0.835,0.2,0.025,0,0.935
0,61.8,0,0.255,0.82,0.005,0,0.915
0,59.3,0,0.86,0.055,0.05,0,0.97
0,56.8,0,0.025,0.54,0.03,0,0.655
0,61.1,0,0.335,0.49,0.015,0,0.61
0,59.4,0,0.29,0.775,0.015,0,0.78
0,49.8,0,0.955,0.91,0.04,0,0.835
0,56.3,0,0.825,0.79,0.04,0,0.755
0,58.0,0,0.98,0.66,0.02,0,0.665
0,62.0,0,0.145,0.22,0.02,0,0.545
0,54.4,0,0.175,0.865,0.035,0,0.575
0,62.9,0,0.4,0.49,0.01,0,0.825
0,57.5,0,0.84,0.66,0.04,0,0.745
